"","lu_rail_dlr","recorded_date","committed_date_time","source","crime_desc","victim_gender","age","diff","age_n","victim_year_of_birth","historic","futurecrimes"
"4315","London Underground",2017-01-06,2017-01-06 17:35:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-17H -35M 0S,27,1990,0,0
"4316","London Underground",2017-01-06,2017-01-06 17:40:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-17H -40M 0S,NA,NA,0,0
"4317","London Underground",2017-01-06,2017-01-06 18:05:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -5M 0S,36,1981,0,0
"4318","London Underground",2017-01-07,2016-01-07 11:00:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,1y 0m -1d 13H 0M 0S,22,1994,1,0
"4319","National Rail",2017-01-08,2016-12-24 18:30:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,14d 5H 30M 0S,22,1994,1,0
"4320","London Underground",2017-01-10,2017-01-10 18:45:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -45M 0S,22,1995,0,0
"4321","National Rail",2017-01-11,2016-12-15 08:49:00,"Email to the police","E22  Rape Of A Female Aged 16 And Over (E22)","Female",NA,26d 15H 11M 0S,NA,NA,1,0
"4322","National Rail",2017-01-12,2017-01-09 08:25:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,2d 15H 35M 0S,15,2002,1,0
"4323","London Underground",2017-01-12,2017-01-12 07:49:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-7H -49M 0S,26,1991,0,0
"4324","London Underground",2017-01-12,2017-01-12 08:28:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -28M 0S,34,1983,0,0
"4325","London Underground",2017-01-12,2017-01-12 09:10:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-9H -10M 0S,NA,NA,0,0
"4326","London Underground",2017-01-12,2017-01-12 17:55:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-17H -55M 0S,31,1986,0,0
"4327","London Underground",2017-01-13,2016-09-13 23:41:00,"Reported in person - Outside police station","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,4m -1d 0H 19M 0S,NA,NA,1,0
"4328","London Underground",2017-01-13,2017-01-12 17:20:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,6H 40M 0S,28,1989,0,0
"4329","London Underground",2017-01-13,2017-01-13 01:00:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-1H 0M 0S,33,1984,0,0
"4330","London Underground",2017-01-13,2017-01-13 08:30:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -30M 0S,27,1990,0,0
"4331","London Underground",2017-01-13,2017-01-13 18:25:00,"Other 3rd party reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-18H -25M 0S,NA,NA,0,0
"4332","London Underground",2017-01-14,2017-01-14 00:15:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-15M 0S,NA,NA,0,0
"4333","London Underground",2017-01-14,2017-01-14 17:33:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Male",NA,-17H -33M 0S,26,1991,0,0
"4334","London Underground",2017-01-14,2017-01-14 17:33:00,"Non-emergency telephone call e.g. (101)","E41  Exposure (E41)","Female",NA,-17H -33M 0S,24,1993,0,0
"4335","London Underground",2017-01-14,2017-01-14 17:33:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-17H -33M 0S,24,1993,0,0
"4336","London Underground",2017-01-14,2017-01-14 17:33:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-17H -33M 0S,16,2001,0,0
"4337","National Rail",2017-01-15,2017-01-15 00:55:00,"Other 3rd party reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-55M 0S,NA,NA,0,0
"4338","London Underground",2017-01-16,2017-01-16 08:50:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -50M 0S,28,1989,0,0
"4339","London Underground",2017-01-16,2017-01-16 19:57:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-19H -57M 0S,19,1998,0,0
"4340","London Underground",2017-01-17,2016-07-11 19:25:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,6m 5d 4H 35M 0S,26,1990,1,0
"4341","National Rail",2017-01-17,2017-01-17 08:15:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -15M 0S,46,1971,0,0
"4342","London Underground",2017-01-17,2017-01-17 12:59:00,"Non-emergency telephone call e.g. (101)","E41  Exposure (E41)","Male",NA,-12H -59M 0S,39,1978,0,0
"4343","London Underground",2017-01-18,2016-01-18 18:45:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,1y 0m -1d 5H 15M 0S,25,1991,1,0
"4344","London Underground",2017-01-18,2017-01-17 17:59:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,6H 1M 0S,28,1989,0,0
"4345","London Underground",2017-01-18,2017-01-18 08:30:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)",NA,NA,-8H -30M 0S,17,2000,0,0
"4346","London Underground",2017-01-18,2017-01-18 19:30:00,"Non-emergency telephone call e.g. (101)","E20  Sexual Assault On A Male Aged 13 And Over No Penetration (E20)","Male",NA,-19H -30M 0S,27,1990,0,0
"4347","London Underground",2017-01-19,2017-01-18 08:40:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,15H 20M 0S,24,1993,0,0
"4348","National Rail",2017-01-19,2017-01-18 13:24:00,"Non-emergency telephone call e.g. (101)","E25  Rape Of A Male Aged 16 And Over (E25)","Male",NA,10H 36M 0S,19,1998,0,0
"4349","National Rail",2017-01-19,2017-01-18 17:20:00,"Social media message to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,6H 40M 0S,27,1990,0,0
"4350","London Underground",2017-01-19,2017-01-18 18:00:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,6H 0M 0S,22,1995,0,0
"4351","London Underground",2017-01-19,2017-01-19 06:55:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-6H -55M 0S,NA,NA,0,0
"4352","National Rail",2017-01-19,2017-01-19 18:50:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -50M 0S,30,1987,0,0
"4353","London Underground",2017-01-20,2016-12-24 01:30:00,NA,"E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,26d 22H 30M 0S,45,1971,1,0
"4354","London Underground",2017-01-20,2017-01-20 08:25:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -25M 0S,NA,NA,0,0
"4355","National Rail",2017-01-20,2017-01-20 18:21:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -21M 0S,22,1995,0,0
"4356","London Underground",2017-01-21,2017-01-21 10:05:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-10H -5M 0S,25,1992,0,0
"4357","London Underground",2017-01-21,2017-01-21 11:30:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-11H -30M 0S,18,1999,0,0
"4358","London Underground",2017-01-21,2017-01-21 18:00:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H 0M 0S,34,1983,0,0
"4359","London Underground",2017-01-22,2017-01-22 17:25:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-17H -25M 0S,57,1960,0,0
"4360","London Underground",2017-01-23,2017-01-23 07:20:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-7H -20M 0S,28,1989,0,0
"4361","National Rail",2017-01-23,2017-01-23 08:05:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -5M 0S,26,1991,0,0
"4362","London Underground",2017-01-23,2017-01-23 08:45:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -45M 0S,34,1983,0,0
"4363","National Rail",2017-01-23,2017-01-23 08:50:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -50M 0S,28,1989,0,0
"4364","London Underground",2017-01-23,2017-01-23 09:30:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-9H -30M 0S,36,1981,0,0
"4365","Docklands Light Railways",2017-01-23,2017-01-23 09:30:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-9H -30M 0S,18,1999,0,0
"4366","London Underground",2017-01-23,2017-01-23 09:33:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-9H -33M 0S,20,1997,0,0
"4367","London Underground",2017-01-23,2017-01-23 17:38:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-17H -38M 0S,NA,NA,0,0
"4368","National Rail",2017-01-24,2017-01-23 20:40:00,"Email to the police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,3H 20M 0S,NA,NA,0,0
"4369","National Rail",2017-01-24,2017-01-23 23:10:00,"Reported in person - Outside police station","E41  Exposure (E41)","Female",NA,50M 0S,33,1984,0,0
"4370","London Underground",2017-01-24,2017-01-24 08:37:00,"Reported in person - Outside police station","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -37M 0S,24,1993,0,0
"4371","London Underground",2017-01-24,2017-01-24 08:48:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -48M 0S,29,1988,0,0
"4372","National Rail",2017-01-24,2017-01-24 21:08:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-21H -8M 0S,28,1989,0,0
"4373","London Underground",2017-01-25,2017-01-21 17:40:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,3d 6H 20M 0S,NA,NA,1,0
"4374","London Underground",2017-01-25,2017-01-24 23:39:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,21M 0S,NA,NA,0,0
"4375","National Rail",2017-01-25,2017-01-25 00:40:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-40M 0S,51,1966,0,0
"4376","London Underground",2017-01-25,2017-01-25 21:55:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Female",NA,-21H -55M 0S,40,1977,0,0
"4377","London Underground",2017-01-26,2017-01-06 19:35:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,19d 4H 25M 0S,NA,NA,1,0
"4378","National Rail",2017-01-26,2017-01-25 08:08:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,15H 52M 0S,26,1991,0,0
"4379","London Underground",2017-01-26,2017-01-25 11:00:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,13H 0M 0S,NA,NA,0,0
"4380","National Rail",2017-01-26,2017-01-25 23:07:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,53M 0S,30,1987,0,0
"4381","National Rail",2017-01-26,2017-01-26 06:38:00,"Other 3rd party reporting","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-6H -38M 0S,NA,NA,0,0
"4382","London Tramlink",2017-01-26,2017-01-26 15:30:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-15H -30M 0S,20,1997,0,0
"4383","London Underground",2017-01-27,2017-01-26 10:45:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,13H 15M 0S,19,1998,0,0
"4384","London Underground",2017-01-27,2017-01-27 09:32:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-9H -32M 0S,19,1998,0,0
"4385","National Rail",2017-01-27,2017-01-27 16:20:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-16H -20M 0S,20,1997,0,0
"4386","National Rail",2017-01-27,2017-01-27 16:30:00,"Discovered by Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)",NA,NA,-16H -30M 0S,NA,NA,0,0
"4387","London Underground",2017-01-27,2017-01-27 20:20:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-20H -20M 0S,43,1974,0,0
"4388","National Rail",2017-01-28,2017-01-28 10:00:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-10H 0M 0S,28,1989,0,0
"4389","National Rail",2017-01-28,2017-01-28 21:00:00,"Reported in person - Outside police station","E41  Exposure (E41)","Female",NA,-21H 0M 0S,30,1987,0,0
"4390","London Underground",2017-01-28,2017-01-28 21:50:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-21H -50M 0S,29,1988,0,0
"4391","London Underground",2017-01-29,2017-01-23 22:30:00,"Email to the police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,5d 1H 30M 0S,25,1992,1,0
"4392","National Rail",2017-01-30,2017-01-26 09:36:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,3d 14H 24M 0S,NA,NA,1,0
"4393","National Rail",2017-01-30,2017-01-28 23:20:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,1d 0H 40M 0S,NA,NA,1,0
"4394","National Rail",2017-01-30,2017-01-30 08:15:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -15M 0S,24,1993,0,0
"4395","London Underground",2017-01-30,2017-01-30 17:45:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-17H -45M 0S,37,1980,0,0
"4396","National Rail",2017-01-30,2017-01-30 17:45:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-17H -45M 0S,19,1998,0,0
"4397","London Underground",2017-01-31,2017-01-29 19:23:00,"Other 3rd party reporting","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,1d 4H 37M 0S,30,1987,1,0
"4398","National Rail",2017-01-31,2017-01-30 18:40:00,"Text message to the Police","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,5H 20M 0S,NA,NA,0,0
"4399","London Underground",2017-01-31,2017-01-31 08:50:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -50M 0S,41,1976,0,0
"4400","London Underground",2017-01-31,2017-01-31 09:26:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-9H -26M 0S,31,1986,0,0
"4401","London Underground",2017-01-31,2017-01-31 10:34:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,-10H -34M 0S,NA,NA,0,0
"4402","London Underground",2017-02-01,2017-01-31 17:00:00,"Non-emergency telephone call e.g. (101)","E29  Sexual Assault On A Female Child Under 13 No Penetration (E29)","Female",NA,7H 0M 0S,13,2004,0,0
"4403","London Underground",2017-02-01,2017-02-01 08:15:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -15M 0S,27,1990,0,0
"4404","London Underground",2017-02-01,2017-02-01 10:00:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-10H 0M 0S,NA,NA,0,0
"4405","London Underground",2017-02-01,2017-02-01 18:25:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -25M 0S,27,1990,0,0
"4406","London Underground",2017-02-02,2017-01-29 05:00:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,3d 19H 0M 0S,24,1993,1,0
"4407","London Underground",2017-02-02,2017-02-01 19:10:00,"Non-emergency telephone call e.g. (101)","E14  Sexual Offences - Committing An Act Outraging Public Decency (E14)","Regina Offence",NA,4H 50M 0S,NA,NA,0,0
"4408","London Underground",2017-02-02,2017-02-01 19:50:00,"Emergency telephone call e.g. (999)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,4H 10M 0S,19,1998,0,0
"4409","London Underground",2017-02-02,2017-02-02 08:21:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-8H -21M 0S,25,1992,0,0
"4410","London Underground",2017-02-02,2017-02-02 09:13:00,"Non-emergency telephone call e.g. (101)","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-9H -13M 0S,29,1988,0,0
"4411","London Underground",2017-02-03,2017-02-01 18:42:00,"Text message to the Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Unknown",NA,1d 5H 18M 0S,NA,NA,1,0
"4412","National Rail",2017-02-03,2017-02-03 18:34:00,"Discovered by Police","E28  Sexual Assault On A Female Aged 13 And Over No Penetration (E28)","Female",NA,-18H -34M 0S,16,2001,0,0
